pattern_id,sample_count,independent_sample_count,trade_count,ticker_count,sector_count,first_seen,last_seen,gross_pnl,net_pnl,avg_trade,median_trade,std_trade,winrate,avg_win,avg_loss,payoff_ratio,profit_factor,expectancy,max_drawdown,max_consecutive_losses,best_trade,worst_trade,top_5_trades_pnl,bottom_5_trades_pnl,pnl_without_best_trade,pnl_without_top_5_trades,pnl_without_worst_trade,sharpe,sortino,calmar,avg_holding_period_seconds,notes
PATTERN_000414,35,35,0,4,,2021-08-16T00:00:00+00:00,2022-09-29T00:00:00+00:00,0,0,,0.39602,,0.54286,1.54706,0.94989,1.628673,1.93404,0.40559,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000108,124,124,0,15,,2021-09-01T00:00:00+00:00,2021-11-12T00:00:00+00:00,0,0,,-1.0,,0.39516,2.40425,0.9491,2.533189,1.65502,0.37601,23.04161,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000338,111,111,0,4,,2021-12-15T00:00:00+00:00,2026-03-09T00:00:00+00:00,0,0,,-0.03301,,0.4955,1.54169,0.86146,1.789625,1.75766,0.32929,10.93665,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000145,61,61,0,4,,2021-12-01T00:00:00+00:00,2023-07-17T00:00:00+00:00,0,0,,0.16893,,0.5082,1.7696,0.89958,1.96714,2.03271,0.45689,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000184,123,123,0,10,,2021-10-01T00:00:00+00:00,2022-10-13T00:00:00+00:00,0,0,,-1.0,,0.43902,1.97205,0.95868,2.057047,1.60986,0.32798,24.14752,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000339,111,111,0,4,,2021-08-16T00:00:00+00:00,2021-11-10T00:00:00+00:00,0,0,,-1.0,,0.44144,2.05042,0.95408,2.149107,1.69848,0.37223,14.93844,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000367,222,222,0,26,,2021-12-14T00:00:00+00:00,2026-04-07T00:00:00+00:00,0,0,,-0.00594,,0.5,1.72866,0.92705,1.864689,1.86469,0.40081,12.57483,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000368,49,49,0,8,,2021-12-15T00:00:00+00:00,2025-07-01T00:00:00+00:00,0,0,,0.04424,,0.5102,1.70229,0.9919,1.716191,1.7877,0.38269,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000300,96,96,0,3,,2021-11-09T00:00:00+00:00,2026-04-23T00:00:00+00:00,0,0,,-0.1576,,0.48958,1.48684,0.95351,1.559333,1.49569,0.24124,13.16654,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000415,205,205,0,13,,2021-12-09T00:00:00+00:00,2025-03-18T00:00:00+00:00,0,0,,-0.42813,,0.44878,1.63121,0.89709,1.818335,1.48041,0.23756,11.15954,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000240,323,323,0,11,,2021-09-23T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-1.0,,0.40557,2.14166,0.90743,2.360138,1.61029,0.32919,17.81732,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000178,85,85,0,2,,2021-11-01T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.37647,2.60068,0.99666,2.609395,1.57549,0.35763,7.87238,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000206,43,43,0,11,,2021-09-20T00:00:00+00:00,2023-04-24T00:00:00+00:00,0,0,,0.83534,,0.53488,1.41027,0.97648,1.444238,1.66088,0.30016,4.52955,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000062,82,82,0,4,,2021-07-21T00:00:00+00:00,2023-12-07T00:00:00+00:00,0,0,,-1.0,,0.36585,2.43566,0.93844,2.595435,1.49736,0.29599,8.31905,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000098,67,67,0,1,,2021-10-06T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.38806,2.37155,0.97518,2.43191,1.54219,0.32355,12.67321,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000416,64,64,0,7,,2021-12-31T00:00:00+00:00,2022-10-20T00:00:00+00:00,0,0,,-1.0,,0.4375,1.72407,0.95488,1.805536,1.40431,0.21716,12.52389,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000161,73,73,0,5,,2021-08-19T00:00:00+00:00,2021-12-31T00:00:00+00:00,0,0,,-1.0,,0.45205,1.55231,0.97799,1.587245,1.30947,0.16584,15.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000207,811,811,0,24,,2022-02-23T00:00:00+00:00,2025-11-04T00:00:00+00:00,0,0,,-1.0,,0.36991,2.30878,0.95438,2.419141,1.42024,0.25271,29.80757,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000391,73,73,0,12,,2021-09-15T00:00:00+00:00,2023-05-09T00:00:00+00:00,0,0,,-0.5546,,0.46575,2.14145,0.93814,2.282655,1.99,0.49619,9.37551,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000162,61,61,0,4,,2021-08-19T00:00:00+00:00,2022-08-12T00:00:00+00:00,0,0,,-0.45872,,0.47541,1.69584,0.96445,1.758349,1.59351,0.30028,10.86079,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000417,672,672,0,13,,2021-12-06T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-1.0,,0.37798,2.59087,0.96082,2.69652,1.64249,0.38307,22.86867,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000185,30,30,0,5,,2023-02-08T00:00:00+00:00,2024-03-26T00:00:00+00:00,0,0,,-0.22081,,0.5,1.72859,1.0,1.72859,1.72859,0.36429,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000226,139,139,0,4,,2021-11-26T00:00:00+00:00,2025-06-04T00:00:00+00:00,0,0,,-1.0,,0.38129,2.24751,0.97124,2.314062,1.4261,0.25605,12.55158,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000130,37,37,0,4,,2022-07-21T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-0.20179,,0.48649,1.55086,0.92998,1.667627,1.57987,0.27692,4.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000448,113,113,0,1,,2021-07-02T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,-1.0,,0.39823,2.16068,0.89114,2.424625,1.60452,0.32418,10.72039,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000001,1224,1224,0,24,,2021-07-13T00:00:00+00:00,2023-11-15T00:00:00+00:00,0,0,,-1.0,,0.34477,2.53003,0.95668,2.644594,1.39154,0.24544,66.06152,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000325,111,111,0,1,,2021-07-16T00:00:00+00:00,2026-01-16T00:00:00+00:00,0,0,,-1.0,,0.47748,1.93639,0.97382,1.988448,1.81704,0.41574,12.21888,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000072,171,171,0,3,,2022-01-19T00:00:00+00:00,2025-12-08T00:00:00+00:00,0,0,,1.5,,0.52632,1.46106,0.98354,1.485512,1.65057,0.30309,12.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000048,1075,1075,0,24,,2021-07-13T00:00:00+00:00,2024-01-26T00:00:00+00:00,0,0,,-1.0,,0.36372,2.2609,0.96194,2.350354,1.34551,0.21117,53.64194,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000086,960,960,0,24,,2021-10-22T00:00:00+00:00,2023-11-15T00:00:00+00:00,0,0,,-1.0,,0.38542,2.07681,0.9392,2.211254,1.38672,0.22322,50.90658,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000163,435,435,0,7,,2022-11-09T00:00:00+00:00,2025-12-11T00:00:00+00:00,0,0,,-1.0,,0.38621,2.28615,0.94829,2.410813,1.52261,0.30305,20.66485,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000099,79,79,0,1,,2021-09-10T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.35443,2.70504,0.92427,2.926677,1.60681,0.36207,10.90223,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000208,65,65,0,10,,2021-10-14T00:00:00+00:00,2022-04-29T00:00:00+00:00,0,0,,-1.0,,0.46154,1.9553,0.96203,2.032473,1.74211,0.38443,10.66152,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000449,44,44,0,1,,2021-10-01T00:00:00+00:00,2025-12-30T00:00:00+00:00,0,0,,-1.0,,0.38636,2.2882,0.96506,2.371044,1.49288,0.29188,7.92709,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000109,113,113,0,15,,2021-08-16T00:00:00+00:00,2022-01-24T00:00:00+00:00,0,0,,-1.0,,0.41593,2.00304,0.95679,2.0935,1.49083,0.27429,12.09271,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000287,235,235,0,8,,2021-09-01T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.38298,2.1308,0.93755,2.272732,1.41067,0.23757,20.46314,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000018,167,167,0,18,,2021-09-15T00:00:00+00:00,2022-01-24T00:00:00+00:00,0,0,,-1.0,,0.39521,2.07346,0.94933,2.18413,1.42725,0.24531,33.0154,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000179,71,71,0,2,,2021-09-01T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,0.28796,,0.50704,1.31914,0.88069,1.497848,1.54064,0.23471,10.04622,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000083,68,68,0,1,,2021-07-16T00:00:00+00:00,2025-11-28T00:00:00+00:00,0,0,,-1.0,,0.44118,1.45785,1.0,1.45785,1.15093,0.08434,10.2646,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000110,752,752,0,20,,2022-02-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,0,0,,-1.0,,0.37234,2.27765,0.93872,2.426336,1.43935,0.25886,31.08879,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000288,66,66,0,6,,2021-08-19T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.39394,1.73792,0.90152,1.927766,1.25305,0.13826,22.40366,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000264,139,139,0,17,,2021-09-15T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.3741,2.16216,0.95822,2.256434,1.34867,0.20912,30.68037,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000227,43,43,0,4,,2021-11-09T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-0.13467,,0.46512,1.64182,0.92057,1.783482,1.55086,0.27124,7.03837,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000418,35,35,0,6,,2021-09-01T00:00:00+00:00,2023-04-24T00:00:00+00:00,0,0,,0.13693,,0.51429,1.37085,0.94021,1.458025,1.5438,0.24834,8.52955,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000419,128,128,0,10,,2021-08-16T00:00:00+00:00,2023-05-23T00:00:00+00:00,0,0,,-1.0,,0.39844,2.36295,0.9361,2.52425,1.6719,0.37836,18.34446,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000436,105,105,0,2,,2021-07-02T00:00:00+00:00,2026-04-15T00:00:00+00:00,0,0,,-0.76038,,0.48571,1.44242,0.98385,1.466097,1.38465,0.19463,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000312,101,101,0,1,,2021-08-03T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.34653,2.34874,0.93073,2.523546,1.33824,0.20572,12.32865,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000392,114,114,0,20,,2021-08-16T00:00:00+00:00,2023-06-13T00:00:00+00:00,0,0,,-1.0,,0.37719,2.43146,0.93907,2.589221,1.56812,0.33227,13.32865,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000228,179,179,0,4,,2021-08-16T00:00:00+00:00,2026-01-27T00:00:00+00:00,0,0,,-1.0,,0.37989,2.08387,0.95315,2.186298,1.33936,0.20058,25.14571,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000002,210,210,0,23,,2021-12-14T00:00:00+00:00,2023-08-30T00:00:00+00:00,0,0,,-0.90147,,0.4619,1.75454,0.9619,1.824036,1.56578,0.29284,8.71901,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000111,46,46,0,10,,2021-12-28T00:00:00+00:00,2023-04-19T00:00:00+00:00,0,0,,-1.0,,0.47826,1.30749,1.0,1.30749,1.19853,0.10358,6.07052,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000454,137,137,0,3,,2021-07-16T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-1.0,,0.43796,2.22996,0.93997,2.372374,1.8486,0.44832,16.66248,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000073,83,83,0,3,,2021-07-29T00:00:00+00:00,2026-04-16T00:00:00+00:00,0,0,,-1.0,,0.44578,2.25247,1.0,2.25247,1.81177,0.44989,11.25061,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000393,327,327,0,26,,2021-08-16T00:00:00+00:00,2025-06-26T00:00:00+00:00,0,0,,-1.0,,0.35168,2.21396,0.917,2.414351,1.30968,0.1841,18.27533,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000265,733,733,0,27,,2021-11-12T00:00:00+00:00,2026-05-06T00:00:00+00:00,0,0,,-1.0,,0.36835,2.2793,0.94867,2.402627,1.4011,0.24035,29.59286,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000131,195,195,0,4,,2021-07-21T00:00:00+00:00,2026-02-26T00:00:00+00:00,0,0,,-1.0,,0.45641,1.76073,0.98285,1.791453,1.50415,0.26935,25.78903,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000313,173,173,0,1,,2021-07-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.37572,2.12082,0.94041,2.255208,1.3573,0.20976,27.83405,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000394,116,116,0,22,,2021-08-19T00:00:00+00:00,2023-07-27T00:00:00+00:00,0,0,,-1.0,,0.43103,2.1436,0.96527,2.220726,1.70825,0.38308,14.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000420,384,384,0,13,,2021-08-16T00:00:00+00:00,2024-09-10T00:00:00+00:00,0,0,,-1.0,,0.40625,1.91423,0.91433,2.093588,1.43246,0.23477,28.47971,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000369,97,97,0,12,,2021-10-19T00:00:00+00:00,2024-07-11T00:00:00+00:00,0,0,,-1.0,,0.45361,2.1311,0.97778,2.179529,1.80942,0.43243,11.26766,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000289,400,400,0,8,,2021-11-09T00:00:00+00:00,2025-11-14T00:00:00+00:00,0,0,,-1.0,,0.32,2.37193,0.95029,2.496006,1.17459,0.11282,32.20782,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000321,62,62,0,1,,2022-05-03T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-0.68613,,0.45161,1.98808,0.95882,2.073465,1.7593,0.3875,10.10492,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000322,94,94,0,1,,2021-09-01T00:00:00+00:00,2025-07-18T00:00:00+00:00,0,0,,-1.0,,0.45745,2.02657,0.97207,2.084798,1.75776,0.39965,8.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000421,78,78,0,11,,2021-08-19T00:00:00+00:00,2022-02-04T00:00:00+00:00,0,0,,-0.34801,,0.48718,1.55596,0.9674,1.608394,1.52798,0.26193,13.23222,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000437,73,73,0,2,,2021-11-12T00:00:00+00:00,2026-04-15T00:00:00+00:00,0,0,,-1.0,,0.30137,3.12894,0.98374,3.180657,1.37205,0.2557,14.59747,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000146,165,165,0,9,,2021-10-14T00:00:00+00:00,2023-11-03T00:00:00+00:00,0,0,,0.63006,,0.52121,1.3809,0.96427,1.432068,1.55896,0.25806,11.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000370,98,98,0,15,,2022-01-06T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-0.4929,,0.46939,1.30955,0.93233,1.404599,1.24253,0.11998,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000132,223,223,0,4,,2021-07-13T00:00:00+00:00,2025-08-05T00:00:00+00:00,0,0,,-1.0,,0.43049,1.92623,0.92464,2.083222,1.57471,0.30264,11.99604,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000112,117,117,0,19,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,-1.0,,0.42735,1.79397,0.96628,1.856574,1.40649,0.22157,17.88666,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000371,130,130,0,20,,2021-09-02T00:00:00+00:00,2025-04-30T00:00:00+00:00,0,0,,0.65107,,0.51538,1.39353,0.93374,1.492418,1.58717,0.2657,9.93178,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000100,124,124,0,1,,2021-07-02T00:00:00+00:00,2026-02-18T00:00:00+00:00,0,0,,-1.0,,0.37903,2.6194,0.96708,2.708566,1.65328,0.39231,17.81836,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000074,167,167,0,3,,2021-07-16T00:00:00+00:00,2025-08-21T00:00:00+00:00,0,0,,-0.47863,,0.46108,1.83948,0.934,1.969465,1.685,0.34479,14.44693,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000019,341,341,0,27,,2021-12-01T00:00:00+00:00,2025-12-08T00:00:00+00:00,0,0,,-0.56485,,0.39883,1.71085,0.86702,1.973253,1.30909,0.16111,35.12172,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000241,37,37,0,5,,2021-09-01T00:00:00+00:00,2026-03-16T00:00:00+00:00,0,0,,0.52478,,0.62162,0.99262,0.75365,1.317084,2.16379,0.33187,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000422,436,436,0,13,,2021-08-11T00:00:00+00:00,2025-04-11T00:00:00+00:00,0,0,,-1.0,,0.38991,2.0494,0.92488,2.215855,1.41615,0.23482,25.27936,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000333,40,40,0,1,,2022-04-01T00:00:00+00:00,2025-05-21T00:00:00+00:00,0,0,,-0.21077,,0.475,1.90735,0.91667,2.080738,1.88258,0.42474,5.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000041,71,71,0,13,,2021-09-28T00:00:00+00:00,2024-05-31T00:00:00+00:00,0,0,,-0.06426,,0.49296,1.27842,0.95307,1.341371,1.30411,0.14696,7.65538,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000455,76,76,0,3,,2021-11-17T00:00:00+00:00,2025-07-15T00:00:00+00:00,0,0,,-1.0,,0.40789,2.17514,0.97558,2.229587,1.53594,0.30958,8.80755,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000028,115,115,0,18,,2021-08-24T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.42609,2.07952,0.93403,2.226395,1.65293,0.35,11.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000423,86,86,0,11,,2021-09-07T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,-1.0,,0.45349,1.81805,0.98324,1.84904,1.53431,0.28711,12.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000164,337,337,0,7,,2021-07-13T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.38576,2.3426,0.96558,2.426107,1.52363,0.31057,15.51624,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000020,766,766,0,27,,2022-07-21T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.36945,2.13184,0.93713,2.27486,1.3329,0.19671,38.4243,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000301,128,128,0,3,,2021-07-02T00:00:00+00:00,2026-01-22T00:00:00+00:00,0,0,,-0.39923,,0.46875,1.37476,0.94381,1.456607,1.28523,0.14302,8.89729,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000323,46,46,0,1,,2022-01-19T00:00:00+00:00,2026-02-09T00:00:00+00:00,0,0,,-0.48395,,0.45652,1.3936,0.921,1.513138,1.27104,0.13567,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000372,95,95,0,20,,2021-08-24T00:00:00+00:00,2025-04-22T00:00:00+00:00,0,0,,-1.0,,0.42105,1.95803,0.95718,2.045624,1.48772,0.27028,9.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000302,68,68,0,3,,2021-10-22T00:00:00+00:00,2024-08-27T00:00:00+00:00,0,0,,-0.28043,,0.48529,1.46917,0.95888,1.532173,1.44462,0.21944,5.95775,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000242,77,77,0,11,,2021-08-19T00:00:00+00:00,2022-01-10T00:00:00+00:00,0,0,,-1.0,,0.41558,2.18021,0.9525,2.288934,1.62769,0.34941,8.04968,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000438,43,43,0,2,,2022-08-08T00:00:00+00:00,2026-04-28T00:00:00+00:00,0,0,,-1.0,,0.39535,2.41118,0.96593,2.496226,1.63215,0.36921,9.56284,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000075,67,67,0,3,,2022-05-12T00:00:00+00:00,2026-04-02T00:00:00+00:00,0,0,,-0.33895,,0.46269,1.44219,0.90447,1.594514,1.37306,0.1813,7.67203,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000450,65,65,0,1,,2021-08-06T00:00:00+00:00,2025-04-03T00:00:00+00:00,0,0,,-1.0,,0.47692,1.4757,0.98873,1.492521,1.36083,0.18661,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000395,89,89,0,15,,2021-08-24T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,-0.27196,,0.48315,1.39371,0.93635,1.48845,1.39138,0.18941,9.99986,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000352,72,72,0,4,,2021-08-03T00:00:00+00:00,2025-11-24T00:00:00+00:00,0,0,,-0.35561,,0.41667,1.81722,0.83475,2.176963,1.55497,0.27024,6.13576,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000209,110,110,0,16,,2021-09-02T00:00:00+00:00,2022-10-07T00:00:00+00:00,0,0,,-0.53614,,0.42727,1.81892,0.898,2.025523,1.5111,0.26286,14.24741,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
